mac,ip,hostname,tipo_evento,conf_confiavel,dns_qtd,zabbix_uptime,zabbix_ping,zabbix_latencia,zabbix_perda,timestamp
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:26:32.197175-03:00
5C:CD:5B:C5:4E:C8,0.0.0.0,NELONOTE150,DHCP,False,0,,,,,2025-07-04T08:26:32.755550-03:00
5C:CD:5B:C5:4E:C8,0.0.0.0,NELONOTE150,DHCP,False,0,,,,,2025-07-04T08:26:32.787879-03:00
5C:CD:5B:C5:4E:C8,169.254.174.99,Desconhecido,ARP,False,0,,,,,2025-07-04T08:26:33.083998-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:26:34.409125-03:00
5C:CD:5B:C5:4E:C8,0.0.0.0,NELONOTE150,DHCP,False,0,,,,,2025-07-04T08:26:35.737695-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:26:35.760735-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:26:35.805940-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:26:36.013487-03:00
5C:CD:5B:C5:4E:C8,0.0.0.0,Desconhecido,ARP,False,0,,,,,2025-07-04T08:26:36.072843-03:00
5C:CD:5B:C5:4E:C8,0.0.0.0,Desconhecido,ARP,False,0,,,,,2025-07-04T08:26:37.077894-03:00
5C:CD:5B:C5:4E:C8,0.0.0.0,Desconhecido,ARP,False,0,,,,,2025-07-04T08:26:38.072904-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:26:39.070869-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:26:41.078807-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:26:44.411929-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:26:54.402074-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:27:04.398989-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:27:14.399884-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:27:14.528562-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:27:24.396773-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:27:34.399281-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:27:44.417509-03:00
