mac,ip,hostname,tipo_evento,conf_confiavel,dns_qtd,zabbix_uptime,zabbix_ping,zabbix_latencia,zabbix_perda,timestamp
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:27:54.399538-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:28:04.399664-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:28:05.663113-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:28:14.402488-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:28:24.397532-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:28:34.400462-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:28:44.400149-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:28:54.399346-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:28:56.868033-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:29:04.407946-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:29:14.403873-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:29:24.408146-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:29:34.441228-03:00
8E:A7:69:77:00:00,0.0.0.0,Watch,DHCP,False,0,,,,,2025-07-04T08:29:41.287548-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:29:41.329860-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:29:42.624097-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:29:44.415637-03:00
8E:A7:69:77:00:00,0.0.0.0,Watch,DHCP,False,0,,,,,2025-07-04T08:29:45.749473-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:29:45.767194-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:29:47.089116-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:29:47.416459-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:29:48.044531-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:29:54.411121-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:30:04.411144-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:30:14.413336-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:30:24.408920-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:30:34.411468-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:30:39.209023-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:30:44.412568-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:30:54.410170-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:31:04.415294-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:31:11.895300-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:31:14.410574-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:31:24.409652-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:31:30.356619-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:31:34.417787-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:31:44.419782-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:31:54.411007-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:32:04.412658-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:32:14.413986-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:32:21.538956-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:32:24.411435-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:32:26.576104-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:32:34.419246-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:32:44.418082-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:32:54.412391-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:33:04.421821-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:33:12.668863-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:33:14.413712-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:33:19.087546-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:33:24.414549-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:33:34.419769-03:00
8E:A7:69:77:00:00,0.0.0.0,Watch,DHCP,False,0,,,,,2025-07-04T08:33:42.346937-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:33:42.394710-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:33:44.415253-03:00
8E:A7:69:77:00:00,0.0.0.0,Watch,DHCP,False,0,,,,,2025-07-04T08:33:46.969091-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:33:46.987211-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:33:54.434213-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:34:03.554272-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:34:03.599773-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:34:04.425841-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:34:14.414323-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:34:24.412116-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:34:34.414834-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:34:44.413539-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:34:54.414814-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:34:54.696696-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:35:04.415037-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:35:14.414004-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:35:24.412693-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:35:30.578989-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:35:34.417654-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:35:44.415401-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:35:45.881120-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:35:54.415861-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:36:04.415017-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:36:05.586278-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:36:14.420678-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:36:24.413390-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:36:34.421046-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:36:37.028790-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:36:44.421537-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:36:54.417832-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:37:04.422861-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:37:14.419927-03:00
8E:A7:69:77:00:00,0.0.0.0,Watch,DHCP,False,0,,,,,2025-07-04T08:37:15.744845-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:37:15.790587-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:37:17.091141-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:37:24.418874-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:37:28.107753-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:37:33.078545-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:37:34.416807-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:37:44.425106-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:37:54.418930-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:38:01.578335-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:38:04.422112-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:38:14.419627-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:38:24.422351-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:38:34.422263-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:38:34.584157-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:38:44.421623-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:38:54.427728-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:39:04.420611-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:39:14.431688-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:39:20.576222-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:39:24.423584-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:39:34.459601-03:00
8E:A7:69:77:00:00,0.0.0.0,Watch,DHCP,False,0,,,,,2025-07-04T08:39:39.049904-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:39:39.095300-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:39:40.391007-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:39:40.717208-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:39:44.423330-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:39:54.418246-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:40:01.643026-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:40:04.418675-03:00
8E:A7:69:77:00:00,0.0.0.0,Watch,DHCP,False,0,,,,,2025-07-04T08:40:08.582691-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:40:08.620607-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:40:09.930962-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:40:14.425062-03:00
8E:A7:69:77:00:00,0.0.0.0,Watch,DHCP,False,0,,,,,2025-07-04T08:40:17.470879-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:40:17.514892-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:40:18.812178-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:40:21.073898-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:40:24.437680-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:40:34.426153-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:40:44.425198-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:40:52.844236-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:40:54.419880-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:41:04.424724-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:41:14.420747-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:41:19.575570-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:41:24.418072-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:41:34.424630-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:41:43.001591-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:41:44.424723-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:41:54.419158-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:42:04.421483-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:42:14.425216-03:00
8E:A7:69:77:00:00,0.0.0.0,Watch,DHCP,False,0,,,,,2025-07-04T08:42:16.280327-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:42:16.325458-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:42:17.623651-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:42:22.583383-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:42:24.423990-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:42:34.170228-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:42:34.420837-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:42:44.429582-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:42:54.422950-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:43:04.420845-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:43:14.420748-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:43:16.584832-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:43:24.422663-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:43:25.352123-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:43:34.423331-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:43:44.421418-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:43:54.426906-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:44:04.420734-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:44:14.426719-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:44:22.587001-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:44:24.420728-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:44:34.420848-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:44:44.432315-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:44:54.433913-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:45:04.432013-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:45:07.708599-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:45:14.430472-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:45:22.580040-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:45:24.436816-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:45:34.437170-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:45:44.438271-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:45:54.437362-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:45:58.852370-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:46:04.433643-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:46:14.434166-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:46:22.576369-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:46:24.433888-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:46:34.444803-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:46:44.446009-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:46:50.034283-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:46:54.440354-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:47:04.437848-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:47:14.444925-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:47:21.084326-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:47:24.434640-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:47:34.439753-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:47:41.204254-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:47:44.451175-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:47:54.435050-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:48:04.435018-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:48:14.434087-03:00
8E:A7:69:77:00:00,0.0.0.0,Watch,DHCP,False,0,,,,,2025-07-04T08:48:17.847218-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:48:17.883225-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:48:19.185999-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:48:22.580248-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:48:24.433873-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:48:32.410627-03:00
8E:A7:69:77:00:00,0.0.0.0,Watch,DHCP,False,0,,,,,2025-07-04T08:48:33.670041-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:48:33.688328-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:48:34.439279-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:48:35.015720-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:48:44.439352-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:48:54.440738-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:49:04.439175-03:00
8E:A7:69:77:00:00,0.0.0.0,Watch,DHCP,False,0,,,,,2025-07-04T08:49:10.500785-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:49:10.518264-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:49:11.835390-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:49:11.879872-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:49:12.162715-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:49:14.434967-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:49:22.585911-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:49:24.439867-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:49:26.588353-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:49:34.439118-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:49:44.436812-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:49:54.441979-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:50:04.435181-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:50:14.436551-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:50:17.752712-03:00
8E:A7:69:77:00:00,0.0.0.0,Watch,DHCP,False,0,,,,,2025-07-04T08:50:19.268905-03:00
8E:A7:69:77:00:00,192.168.1.115,Desconhecido,ARP,False,31,,,,,2025-07-04T08:50:19.301447-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:50:22.082390-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:50:24.436881-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:50:34.438173-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:50:44.444105-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:50:51.088531-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:50:54.491592-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:51:04.443687-03:00
8C:85:90:49:3D:EA,192.168.1.108,Desconhecido,ARP,False,31,,,,,2025-07-04T08:51:08.959016-03:00
50:02:91:00:35:C9,192.168.1.100,Desconhecido,ARP,False,31,,,,,2025-07-04T08:51:14.435541-03:00
5C:CD:5B:C5:4E:C8,192.168.1.104,Desconhecido,ARP,False,17,,,,,2025-07-04T08:51:22.089714-03:00
